target_concept_id,target_concept_name,comparator_concept_id,comparator_concept_name,outcome_concept_id,outcome_concept_name,target_subject_count,comparator_subject_count,target_outcome_count,comparator_outcome_count,median_prior_observation_days,total_outcome_count,feasible,feasibility_reason
1118084,celecoxib,19078461,Ibuprofen 200 MG Oral Tablet,378001,Concussion with no loss of consciousness,1042,688,1,0,13370,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,257012,Chronic sinusitis,687,1674,8,3,1225,11,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4027663,Peptic ulcer,687,1077,0,1,11551,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213296,"hepatitis A vaccine, adult dosage",4027663,Peptic ulcer,922,687,0,0,14616,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",80180,Osteoarthritis,1878,687,0,0,1679,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4027663,Peptic ulcer,1881,687,0,0,1679,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213296,"hepatitis A vaccine, adult dosage",378001,Concussion with no loss of consciousness,1106,686,1,1,14615,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,40481087,Viral sinusitis,683,1068,10,9,690,19,FALSE,Failed engineering threshold(s): minimum_total_outcomes
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",81151,Sprain of ankle,1244,683,0,0,7919,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,378001,Concussion with no loss of consciousness,678,1655,0,1,1200,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1127078,Acetaminophen 160 MG Oral Tablet,378001,Concussion with no loss of consciousness,677,1343,0,0,2040,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,80180,Osteoarthritis,676,1708,0,0,1229,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,80180,Osteoarthritis,1141,670,0,1,2894,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4294548,Acute bacterial sinusitis,1845,670,0,0,1650,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4294548,Acute bacterial sinusitis,669,1122,0,0,8134,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,257012,Chronic sinusitis,1280,668,1,1,1709,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4112343,Acute viral pharyngitis,667,974,4,3,1709,7,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,4294548,Acute bacterial sinusitis,667,1684,0,0,1229,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",4027663,Peptic ulcer,1241,667,0,0,4064.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4294548,Acute bacterial sinusitis,1284,666,1,1,1705,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4283893,Sinusitis,1286,663,1,2,1710,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4283893,Sinusitis,1841,663,0,0,1620,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",257012,Chronic sinusitis,661,1102,0,1,8127,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,81151,Sprain of ankle,657,1512,0,2,1169,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",378001,Concussion with no loss of consciousness,1819,657,1,1,1590,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,655,856,0,2,11974,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",257012,Chronic sinusitis,1844,654,3,0,1620,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,1127433,Acetaminophen 325 MG Oral Tablet,4112343,Acute viral pharyngitis,927,652,5,6,1142,11,FALSE,Failed engineering threshold(s): minimum_total_outcomes
40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,28060,Streptococcal sore throat,799,652,0,1,8260,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,4283893,Sinusitis,649,1672,0,0,1184,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",28060,Streptococcal sore throat,648,1544,1,4,1806,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4027663,Peptic ulcer,648,1092,0,1,7835.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,378001,Concussion with no loss of consciousness,1282,648,0,0,1681.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4283893,Sinusitis,647,1106,1,0,8127,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4294548,Acute bacterial sinusitis,645,1043,0,1,8182.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",378001,Concussion with no loss of consciousness,643,1096,0,1,8134,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213306,"hepatitis B vaccine, adult dosage",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,28060,Streptococcal sore throat,634,659,0,1,8098,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,257012,Chronic sinusitis,632,1046,0,1,8278.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,4283893,Sinusitis,628,1057,1,2,8221,3,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,999,624,0,2,2762,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,80180,Osteoarthritis,1627,619,0,0,1022,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4027663,Peptic ulcer,1630,619,0,0,1023,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213306,"hepatitis B vaccine, adult dosage",257012,Chronic sinusitis,617,1338,1,1,8239,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213306,"hepatitis B vaccine, adult dosage",4294548,Acute bacterial sinusitis,616,1366,0,0,8239,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213306,"hepatitis B vaccine, adult dosage",4283893,Sinusitis,615,1344,0,0,8239,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,19133873,Penicillin V Potassium 250 MG Oral Tablet,4027663,Peptic ulcer,613,1241,0,0,3943.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,28060,Streptococcal sore throat,1306,612,1,0,2992.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",80180,Osteoarthritis,1387,611,0,1,1980,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4027663,Peptic ulcer,608,1938,1,0,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",40481087,Viral sinusitis,606,842,8,9,1680,17,FALSE,Failed engineering threshold(s): minimum_total_outcomes
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,1194,605,0,2,4411,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",257012,Chronic sinusitis,602,1873,4,1,1806,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,378001,Concussion with no loss of consciousness,602,1038,1,1,7996,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",40213306,"hepatitis B vaccine, adult dosage",81151,Sprain of ankle,1053,601,0,0,8274,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
40213296,"hepatitis A vaccine, adult dosage",40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,597,897,0,2,12215.5,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",81151,Sprain of ankle,1248,596,0,0,7418.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4294548,Acute bacterial sinusitis,1600,596,0,0,1020,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,19133873,Penicillin V Potassium 250 MG Oral Tablet,81151,Sprain of ankle,595,1079,0,1,3949.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4294548,Acute bacterial sinusitis,1838,595,0,0,1530,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4283893,Sinusitis,1593,592,0,1,1019,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,257012,Chronic sinusitis,1598,590,2,0,1020,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213306,"hepatitis B vaccine, adult dosage",378001,Concussion with no loss of consciousness,590,1325,0,1,8245,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4283893,Sinusitis,1832,590,0,0,1513.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",378001,Concussion with no loss of consciousness,589,1868,0,2,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",378001,Concussion with no loss of consciousness,1812,587,1,1,1500,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,378001,Concussion with no loss of consciousness,1586,587,1,0,1020,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",81151,Sprain of ankle,1658,586,2,0,1470,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,4283893,Sinusitis,582,1503,0,0,8370,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4294548,Acute bacterial sinusitis,581,1878,0,1,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,4294548,Acute bacterial sinusitis,581,1553,0,0,8443.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,257012,Chronic sinusitis,580,1592,1,17,8115.5,18,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,80180,Osteoarthritis,1320,580,0,0,1620,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4283893,Sinusitis,579,1885,0,4,1806,4,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,81151,Sprain of ankle,1448,579,2,0,990,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1127078,Acetaminophen 160 MG Oral Tablet,81151,Sprain of ankle,577,1202,1,0,1908,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4027663,Peptic ulcer,577,1237,0,0,3878,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40229134,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,81151,Sprain of ankle,1148,576,0,2,1553,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19059056,Aspirin 81 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",257012,Chronic sinusitis,1837,575,3,1,1500,4,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",81151,Sprain of ankle,1079,575,1,0,3915.5,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",257012,Chronic sinusitis,574,1602,1,0,11956,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4283893,Sinusitis,572,1598,0,0,11934.5,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4294548,Acute bacterial sinusitis,570,1637,0,1,11945,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",80180,Osteoarthritis,1387,568,0,0,1908,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213306,"hepatitis B vaccine, adult dosage",4027663,Peptic ulcer,1387,568,0,0,1908,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,260139,Acute bronchitis,563,721,4,9,2041,13,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127433,Acetaminophen 325 MG Oral Tablet,19059056,Aspirin 81 MG Oral Tablet,4112343,Acute viral pharyngitis,562,1240,4,7,854.5,11,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",28060,Streptococcal sore throat,1218,561,2,0,1868,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",81151,Sprain of ankle,1079,560,1,0,3884,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4283893,Sinusitis,558,1171,0,1,3844,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1118084,celecoxib,1127078,Acetaminophen 160 MG Oral Tablet,4027663,Peptic ulcer,558,1387,0,0,1890,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,257012,Chronic sinusitis,558,1171,0,0,3859,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,4294548,Acute bacterial sinusitis,557,1185,0,0,3849,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",80180,Osteoarthritis,557,1847,0,0,1806,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4027663,Peptic ulcer,557,1847,0,0,1806,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",4027663,Peptic ulcer,555,1635,0,0,11396,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",80180,Osteoarthritis,554,1938,0,0,1806,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,19133873,Penicillin V Potassium 250 MG Oral Tablet,260139,Acute bronchitis,998,552,7,6,1140,13,FALSE,Failed engineering threshold(s): minimum_total_outcomes
1118084,celecoxib,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",378001,Concussion with no loss of consciousness,551,1569,0,2,11914.5,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",28060,Streptococcal sore throat,1045,549,1,0,7648,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4294548,Acute bacterial sinusitis,544,1786,0,1,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",4283893,Sinusitis,1569,543,0,0,8488,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",81151,Sprain of ankle,541,1776,0,2,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19078461,Ibuprofen 200 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",81151,Sprain of ankle,539,725,0,0,14616,0,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",4283893,Sinusitis,536,1795,0,5,1806,5,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",257012,Chronic sinusitis,536,1786,0,1,1806,1,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
1127078,Acetaminophen 160 MG Oral Tablet,1127433,Acetaminophen 325 MG Oral Tablet,40481087,Viral sinusitis,830,535,9,7,1049,16,FALSE,Failed engineering threshold(s): minimum_total_outcomes
1713671,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,40213296,"hepatitis A vaccine, adult dosage",257012,Chronic sinusitis,1661,532,18,0,8254,18,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
19133873,Penicillin V Potassium 250 MG Oral Tablet,40213160,"poliovirus vaccine, inactivated",378001,Concussion with no loss of consciousness,532,1783,0,2,1806,2,FALSE,"Failed engineering threshold(s): minimum_total_outcomes, minimum_outcomes_per_arm"
